angle_fingers_lr:discrete,dist_fingers_lr:discrete,fingers:discrete,lm_fing_tip_rel_pos_x:discrete,lm_fing_tip_rel_pos_y:discrete,lm_fing_tip_rel_pos_z:discrete,rm_fing_tip_rel_pos_x:discrete,rm_fing_tip_rel_pos_y:discrete,rm_fing_tip_rel_pos_z:discrete,cls:nominal:class
70,15710,400,7889,-3148,2705,7889,-3148,2705,none
71,15937,400,7749,-3397,2826,7749,-3397,2826,none
73,16190,400,7552,-3560,2956,7552,-3560,2956,none
76,16381,400,7352,-3687,3087,7352,-3687,3087,none
78,16506,400,7160,-3780,3225,7160,-3780,3225,none
81,16595,500,7017,-3877,3351,7017,-3877,3351,none
83,16658,500,6908,-3971,3457,6908,-3971,3457,none
85,16706,500,6832,-4029,3537,6832,-4029,3537,none
87,16749,500,6790,-4056,3581,6790,-4056,3581,none
88,16784,500,6828,-3991,3581,6828,-3991,3581,none
90,16821,500,6923,-3886,3628,6923,-3886,3628,none
90,16846,500,7069,-3591,3654,7069,-3591,3654,none
91,16859,500,7233,-3238,3668,7233,-3238,3668,none
91,16862,500,7404,-2789,3664,7404,-2789,3664,none
91,16850,500,7586,-2144,3620,7586,-2144,3620,none
90,16842,500,7725,-1487,3546,7725,-1487,3546,none
89,16808,500,7771,-730,3480,7771,-730,3480,none
87,16741,500,7725,-10,3440,7725,-10,3440,none
86,16617,500,7548,769,3362,7548,769,3362,none
84,16469,500,7316,1473,3273,7316,1473,3273,none
82,16304,500,7004,2149,3182,7004,2149,3182,none
81,16139,500,6661,2711,3097,6661,2711,3097,none
80,15956,500,6247,3222,3006,6247,3222,3006,none
80,15762,500,5829,3650,2915,5829,3650,2915,none
80,15560,500,5445,3996,2826,5445,3996,2826,none
80,15351,500,5067,4256,2752,5067,4256,2752,none
79,15148,500,4723,4456,2740,4723,4456,2740,none
79,14973,500,4441,4598,2782,4441,4598,2782,none
79,14828,500,4297,4701,2856,4297,4701,2856,none
85,14677,500,4181,4750,2956,4181,4750,2956,none
66,11405,400,2957,629,9096,2957,629,9096,none
67,11443,400,3408,177,9015,3408,177,9015,none
67,11463,400,3842,-287,8898,3842,-287,8898,none
67,11468,400,4274,-790,8749,4274,-790,8749,none
66,11457,400,4640,-1230,8590,4640,-1230,8590,none
65,11431,500,4937,-1635,8395,4937,-1635,8395,none
64,11391,500,5169,-2008,8213,5169,-2008,8213,none
63,11336,500,5312,-2377,8017,5312,-2377,8017,none
62,11277,500,5393,-2721,7827,5393,-2721,7827,none
61,11215,500,5437,-3035,7687,5437,-3035,7687,none
59,11140,500,5422,-3347,7562,5422,-3347,7562,none
58,11053,500,5375,-3642,7485,5375,-3642,7485,none
79,13570,500,5571,2747,2693,5571,2747,2693,none
78,13604,500,5848,2440,2574,5848,2440,2574,none
76,13630,500,6140,2039,2415,6140,2039,2415,none
74,13662,500,6398,1609,2253,6398,1609,2253,none
72,13691,500,6650,1121,2103,6650,1121,2103,none
71,13724,500,6843,592,1934,6843,592,1934,none
69,13769,500,7000,19,1744,7000,19,1744,none
68,13837,400,7088,-586,1520,7088,-586,1520,none
66,13925,400,7109,-1222,1314,7109,-1222,1314,none
65,14039,400,7078,-1859,1103,7078,-1859,1103,none
65,14211,400,7028,-2454,891,7028,-2454,891,none
65,14445,400,6961,-2984,689,6961,-2984,689,none
66,14668,400,6938,-3371,522,6938,-3371,522,none
66,14808,400,6971,-3550,370,6971,-3550,370,none
67,14917,400,7096,-3558,349,7096,-3558,349,none
68,14996,400,7241,-3362,378,7241,-3362,378,none
69,15036,400,7373,-3039,469,7373,-3039,469,none
71,15068,400,7486,-2652,601,7486,-2652,601,none
72,15088,400,7547,-2173,717,7547,-2173,717,none
72,15126,400,7590,-1644,760,7590,-1644,760,none
73,15188,500,7603,-1119,804,7603,-1119,804,none
73,15275,500,7595,-634,853,7595,-634,853,none
74,15367,500,7574,-169,915,7574,-169,915,none
74,15463,500,7571,216,986,7571,216,986,none
74,15544,500,7540,606,1062,7540,606,1062,none
74,15606,500,7538,907,1221,7538,907,1221,none
74,15659,500,7557,1135,1355,7557,1135,1355,none
74,15722,500,7585,1331,1486,7585,1331,1486,none
75,15792,500,7634,1459,1607,7634,1459,1607,none
75,15842,500,7666,1587,1705,7666,1587,1705,none
76,15791,500,7714,1688,1782,7714,1688,1782,none
76,15812,500,7768,1806,1832,7768,1806,1832,none
77,15850,500,7835,1933,1833,7835,1933,1833,none
77,15892,500,7903,2025,1753,7903,2025,1753,none
78,15890,500,7978,2083,1670,7978,2083,1670,none
79,15946,500,8043,2104,1579,8043,2104,1579,none
80,16021,500,8086,2114,1527,8086,2114,1527,none
81,16098,500,8090,2120,1492,8090,2120,1492,none
82,16187,500,8023,2117,1422,8023,2117,1422,none
82,16296,500,7920,2138,1349,7920,2138,1349,none
83,16411,500,7775,2214,1239,7775,2214,1239,none
83,16533,500,7595,2396,1234,7595,2396,1234,none
83,16393,500,7350,2648,1255,7350,2648,1255,none
82,15822,500,7078,2907,1434,7078,2907,1434,none
80,15145,500,6844,3130,1666,6844,3130,1666,none
78,14567,500,6700,3279,1899,6700,3279,1899,none
76,14136,500,6642,3339,2092,6642,3339,2092,none
74,13837,500,6705,3285,2300,6705,3285,2300,none
73,13627,500,6785,3207,2499,6785,3207,2499,none
72,13491,500,6926,3088,2657,6926,3088,2657,none
71,13419,500,7060,2977,2786,7060,2977,2786,none
71,13411,500,7197,2867,2859,7197,2867,2859,none
72,13458,500,7389,2703,2922,7389,2703,2922,none
73,13528,500,7552,2513,2965,7552,2513,2965,none
75,13593,500,7686,2303,3002,7686,2303,3002,none
76,13641,500,7793,2046,3052,7793,2046,3052,none
77,13661,500,7911,1784,3101,7911,1784,3101,none
77,13659,400,7953,1484,3136,7953,1484,3136,none
78,13644,400,7980,1175,3206,7980,1175,3206,none
64,13932,300,7976,879,3295,7976,879,3295,none
65,13844,300,7944,631,3363,7944,631,3363,none
66,13678,300,7916,488,3378,7916,488,3378,none
82,13567,300,7858,385,3403,7858,385,3403,none
73,10693,200,7818,280,3449,7818,280,3449,none
68,13511,300,7768,157,3502,7768,157,3502,none
70,13436,300,7729,11,3562,7729,11,3562,none
72,13384,300,7680,-117,3616,7680,-117,3616,none
74,13322,300,7635,-236,3674,7635,-236,3674,none
77,13242,300,7608,-358,3744,7608,-358,3744,none
79,13138,300,7559,-447,3806,7559,-447,3806,none
82,13032,300,7528,-550,3871,7528,-550,3871,none
84,12954,300,7543,-685,3942,7543,-685,3942,none
86,12897,300,7524,-816,3957,7524,-816,3957,none
89,12871,300,7510,-979,3989,7510,-979,3989,none
92,12878,300,7509,-1127,3967,7509,-1127,3967,none
94,12913,300,7529,-1269,3953,7529,-1269,3953,none
96,12958,300,7534,-1397,3914,7534,-1397,3914,none
